PLAYER NAME,PLAYER TEAM,PLAYER POSITION,LOC,OPP,STATUS,PROJ,PASSING C/A,PASSING YDS,PASSING TD,PASSING INT,RUSHING CAR,RUSHING YDS,RUSHING TD,RECEIVING REC,RECEIVING YDS,RECEIVING TD,RECEIVING TAR,MISC 2PC,MISC FUML,MISC TD,TOTAL
Quintin Morris,Buf,TE,Away,Wsh,W 37-3,0.0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Ko Kieft,TB,TE,Home,Phi,L 11-25,1.6,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Jason Cabinda,Det,RB,Home,Atl,W 20-6,0.6,0/0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
Matthew Slater,NE,WR,Away,NYJ,W 15-10,0.0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Jakob Johnson,LV,RB,Home,Pit,L 18-23,0.6,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Johnny Mundt,Min,TE,Home,LAC,L 24-28,0.0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Trent Taylor,Chi,WR,Away,KC,L 10-41,0.5,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Julian Hill,Mia,TE,Home,Den,W 70-20,0.0,0/0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
Charlie Kolar,Bal,TE,Home,Ind,L 19-22,0.0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Chris Manhertz,Den,TE,Away,Mia,L 20-70,1.5,0/0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
Keith Smith,Atl,RB,Away,Det,L 6-20,0.0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Grant Calcaterra,Phi,TE,Away,TB,W 25-11,0.0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Jamison Crowder,Wsh,WR,Home,Buf,L 3-37,0.1,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Charlie Woerner,SF,TE,Home,NYG,W 30-12,0.0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Marcedes Lewis,Chi,TE,Away,KC,L 10-41,0.0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Ihmir Smith-Marsette,Car,WR,Away,Sea,L 27-37,0.1,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Josh Whyle,Ten,TE,Away,Cle,L 3-27,0.5,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Trevon Wesco,Ten,TE,Away,Cle,L 3-27,1.9,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Rakim Jarrett,TB,WR,Home,Phi,L 11-25,1.7,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Keith Kirkwood,NO,WR,Away,GB,L 17-18,1.1,0/0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
Tylan Wallace,Bal,WR,Home,Ind,L 19-22,0.0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Adam Prentice,NO,RB,Away,GB,L 17-18,0.7,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Lawrence Cager,NYG,TE,Away,SF,L 12-30,0.0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Khari Blasingame,Chi,RB,Away,KC,L 10-41,0.4,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nick Bellore,Sea,RB,Home,Car,W 37-27,0.0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
John FitzPatrick,Atl,TE,Away,Det,L 6-20,0.0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Devon Allen,Phi,WR,Away,TB,W 25-11,0.0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Montrell Washington,KC,WR,Home,Chi,W 41-10,0.0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Brayden Willis,SF,TE,Home,NYG,W 30-12,0.0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Geoff Swaim,Ari,TE,Home,Dal,W 28-16,0.4,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Chris Conley,SF,WR,Home,NYG,W 30-12,0.0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Stone Smartt,LAC,TE,Away,Min,W 28-24,1.9,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Jesper Horsted,LV,TE,Home,Pit,L 18-23,0.0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Dwayne Washington,Den,RB,Away,Mia,L 20-70,0.0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Royce Freeman,LAR,RB,Away,Cin,L 16-19,0.0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Qadree Ollison,Pit,RB,Away,LV,W 23-18,0.0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
David Wells,TB,TE,Home,Phi,L 11-25,1.1,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Ben Sims,GB,TE,Home,NO,W 18-17,0.0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Lynn Bowden Jr.,NO,WR,Away,GB,L 17-18,0.0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Giovanni Ricci,Car,TE,Away,Sea,L 27-37,0.5,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Trishton Jackson,Min,WR,Home,LAC,L 24-28,0.0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Alex Armah,Wsh,RB,Home,Buf,L 3-37,1.6,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Austin Trammell,LAR,WR,Away,Cin,L 16-19,0.0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Juwann Winfree,Ind,WR,Away,Bal,W 22-19,0.0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Jacob Harris,Jax,WR,Home,Hou,L 17-37,2.7,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Sam Darnold,SF,QB,Home,NYG,W 30-12,0.0,0/0,0,0,0,1,-1,0,0,0,0,0,0,0,0,-0.1
Kyle Allen,Buf,QB,Away,Wsh,W 37-3,0.0,0/0,0,0,0,2,-2,0,0,0,0,0,0,0,0,-0.2
Blaine Gabbert,KC,QB,Home,Chi,W 41-10,0.0,3/5,31,0,2,2,-1,0,0,0,0,0,0,0,0,-2.86
Christian McCaffrey,SF,RB,Home,Ari,W 35-16,21.1,0/0,0,0,0,20,106,3,7,71,1,8,0,0,0,48.7
A.J. Brown,Phi,WR,Home,Wsh,W 34-31,15.7,0/0,0,0,0,0,0,0,9,175,2,13,0,0,0,38.5
Josh Allen,Buf,QB,Home,Mia,W 48-20,20.9,21/25,320,4,0,4,17,1,0,0,0,0,0,0,0,36.5
Stefon Diggs,Buf,WR,Home,Mia,W 48-20,17.8,0/0,0,0,0,0,0,0,6,120,3,7,0,0,0,36.0
Nico Collins,Hou,WR,Home,Pit,W 30-6,12.2,0/0,0,0,0,0,0,0,7,168,2,9,0,0,0,35.8
David Montgomery,Det,RB,Away,GB,W 34-20,12.7,0/0,0,0,0,32,121,3,2,20,0,2,0,0,0,34.1
Puka Nacua,LAR,WR,Away,Ind,W 29-23,14.5,0/0,0,0,0,0,0,0,9,163,1,10,0,0,0,31.3
Anthony Richardson,Ind,QB,Home,LAR,L 23-29,20.2,11/25,200,2,0,10,56,1,0,0,0,0,0,1,0,29.6
Lamar Jackson,Bal,QB,Away,Cle,W 28-3,17.9,15/19,186,2,0,9,27,2,0,0,0,0,0,1,0,28.14
Josh Jacobs,LV,RB,Away,LAC,L 17-24,15.2,0/0,0,0,0,17,58,1,8,81,0,11,0,0,0,27.9
Justin Fields,Chi,QB,Home,Den,L 28-31,20.0,28/35,335,4,1,4,25,0,0,0,0,0,0,1,0,27.9
Kyren Williams,LAR,RB,Away,Ind,W 29-23,18.0,0/0,0,0,0,25,103,2,3,24,0,3,0,0,0,27.7
Cole Kmet,Chi,TE,Home,Den,L 28-31,7.6,0/0,0,0,0,1,1,0,7,85,2,9,0,0,0,27.6
DJ Moore,Chi,WR,Home,Den,L 28-31,12.3,0/0,0,0,0,0,0,0,8,131,1,9,0,0,0,27.1
De'Von Achane,Mia,RB,Away,Buf,L 20-48,12.6,0/0,0,0,0,8,101,2,3,19,0,5,0,0,0,27.0
Michael Wilson,Ari,WR,Away,SF,L 16-35,6.5,0/0,0,0,0,0,0,0,7,76,2,7,0,0,0,26.6
Justin Jefferson,Min,WR,Away,Car,W 21-13,22.1,0/0,0,0,0,0,0,0,6,85,2,9,0,0,0,26.5
Mark Andrews,Bal,TE,Away,Cle,W 28-3,12.2,0/0,0,0,0,0,0,0,5,80,2,5,0,0,0,25.0
Isiah Pacheco,KC,RB,Away,NYJ,W 23-20,13.3,0/0,0,0,0,20,115,1,3,43,0,3,0,0,0,24.8
Derrick Henry,Ten,RB,Home,Cin,W 27-3,16.9,1/1,2,1,0,22,122,1,1,11,0,1,0,0,0,24.38
Jalen Hurts,Phi,QB,Home,Wsh,W 34-31,21.7,25/37,319,2,0,9,34,0,0,0,0,0,0,0,0,24.16
Joshua Dobbs,Ari,QB,Away,SF,L 16-35,12.5,28/41,265,2,0,12,48,0,0,0,0,0,0,0,0,23.4
Justin Herbert,LAC,QB,Home,LV,W 24-17,21.9,13/24,167,1,1,12,27,2,0,0,0,0,0,0,0,23.38
Baker Mayfield,TB,QB,Away,NO,W 26-9,13.4,25/32,246,3,1,8,31,0,0,0,0,0,0,0,0,22.94
Terry McLaurin,Wsh,WR,Away,Phi,L 31-34,12.8,0/0,0,0,0,0,0,0,8,86,0,10,0,0,0,22.6
Russell Wilson,Den,QB,Away,Chi,W 31-28,18.6,21/28,223,3,0,4,13,0,0,0,0,0,0,0,0,22.22
Khalil Herbert,Chi,RB,Home,Den,L 28-31,12.1,0/0,0,0,0,18,103,0,4,19,1,5,0,0,0,22.2
C.J. Stroud,Hou,QB,Home,Pit,W 30-6,15.3,16/30,306,2,0,4,16,0,0,0,0,0,0,0,0,21.84
Alvin Kamara,NO,RB,Home,TB,L 9-26,14.5,0/0,0,0,0,11,51,0,13,33,0,14,0,0,0,21.4
Brock Purdy,SF,QB,Home,Ari,W 35-16,17.9,20/21,283,1,0,2,0,1,0,0,0,0,0,0,0,21.32
Brandon Aiyuk,SF,WR,Home,Ari,W 35-16,13.8,0/0,0,0,0,0,0,0,6,148,0,6,0,0,0,20.8
Sam Howell,Wsh,QB,Away,Phi,L 31-34,14.1,29/41,290,1,0,6,40,0,0,0,0,0,0,0,0,19.6
Chris Godwin,TB,WR,Away,NO,W 26-9,12.7,0/1,0,0,0,0,0,0,8,114,0,11,0,0,0,19.4
Jaleel McLaughlin,Den,RB,Away,Chi,W 31-28,1.4,0/0,0,0,0,7,72,0,3,32,1,3,0,0,0,19.4
Zach Wilson,NYJ,QB,Home,KC,L 20-23,12.2,28/39,245,2,0,2,14,0,0,0,0,0,0,1,0,19.2
Bijan Robinson,Atl,RB,Away,Jax,L 7-23,17.7,0/0,0,0,0,14,105,0,5,32,0,5,0,0,0,18.7
Romeo Doubs,GB,WR,Home,Det,L 20-34,9.0,0/0,0,0,0,0,0,0,9,95,0,13,0,0,0,18.5
Curtis Samuel,Wsh,WR,Away,Phi,L 31-34,7.0,0/0,0,0,0,1,1,1,7,51,0,8,0,0,0,18.2
D'Andre Swift,Phi,RB,Home,Wsh,W 34-31,14.3,0/0,0,0,0,14,56,1,4,23,0,4,0,0,0,17.9
Jordan Love,GB,QB,Home,Det,L 20-34,16.8,23/36,246,1,2,2,-2,1,0,0,0,0,0,0,0,17.64
Braxton Berrios,Mia,WR,Away,Buf,L 20-48,6.9,0/0,0,0,0,1,11,0,6,43,1,6,0,0,0,17.4
Amon-Ra St. Brown,Det,WR,Away,GB,W 34-20,16.7,0/0,0,0,0,0,0,0,5,56,1,7,0,0,0,16.6
Marquise Brown,Ari,WR,Away,SF,L 16-35,13.3,0/0,0,0,0,0,0,0,7,96,0,10,0,0,0,16.6
Trevor Lawrence,Jax,QB,Home,Atl,W 23-7,15.9,23/30,207,1,0,8,42,0,0,0,0,0,0,0,0,16.48
Christian Kirk,Jax,WR,Home,Atl,W 23-7,12.0,0/0,0,0,0,0,0,0,8,84,0,12,0,0,0,16.4
Matthew Stafford,LAR,QB,Away,Ind,W 29-23,14.4,27/40,319,1,1,2,14,0,0,0,0,0,0,0,0,16.16
Nick Westbrook-Ikhine,Ten,WR,Home,Cin,W 27-3,6.8,0/0,0,0,0,0,0,0,5,51,1,6,0,0,0,16.1
Deven Thompkins,TB,WR,Away,NO,W 26-9,4.6,0/0,0,0,0,1,11,0,4,45,1,4,0,0,0,15.6
Davante Adams,LV,WR,Away,LAC,L 17-24,20.6,0/0,0,0,0,0,0,0,8,75,0,13,0,0,0,15.5
Jonnu Smith,Atl,TE,Away,Jax,L 7-23,6.5,0/0,0,0,0,0,0,0,6,95,0,6,0,0,0,15.5
Adam Thielen,Car,WR,Home,Min,L 13-21,13.1,0/0,0,0,0,1,6,0,7,76,0,8,0,0,0,15.2
Gabe Davis,Buf,WR,Home,Mia,W 48-20,10.6,0/0,0,0,0,0,0,0,3,61,1,3,0,0,0,15.1
Allen Lazard,NYJ,WR,Home,KC,L 20-23,8.2,0/0,0,0,0,0,0,0,3,61,1,3,0,0,0,15.1
Garrett Wilson,NYJ,WR,Home,KC,L 20-23,13.9,0/0,0,0,0,0,0,0,9,60,0,14,0,0,0,15.0
CeeDee Lamb,Dal,WR,Home,NE,W 38-3,14.8,0/0,0,0,0,1,12,0,4,36,1,6,0,0,0,14.8
DeVonta Smith,Phi,WR,Home,Wsh,W 34-31,14.4,0/0,0,0,0,0,0,0,7,78,0,9,0,0,0,14.8
James Cook,Buf,RB,Home,Mia,W 48-20,14.9,0/0,0,0,0,12,29,1,1,48,0,1,0,0,0,14.7
Jake Ferguson,Dal,TE,Home,NE,W 38-3,8.5,0/0,0,0,0,0,0,0,7,77,0,7,0,0,0,14.7
Terrace Marshall Jr.,Car,WR,Home,Min,L 13-21,6.5,0/0,0,0,0,0,0,0,9,56,0,10,0,0,0,14.6
Dak Prescott,Dal,QB,Home,NE,W 38-3,14.3,28/34,261,1,0,1,-1,0,0,0,0,0,0,0,0,14.34
Ja'Marr Chase,Cin,WR,Away,Ten,L 3-27,19.7,0/0,0,0,0,0,0,0,7,73,0,9,0,0,0,14.3
Tua Tagovailoa,Mia,QB,Away,Buf,L 20-48,18.5,25/35,282,1,1,2,7,0,0,0,0,0,0,0,0,13.98
Kenneth Walker III,Sea,RB,Away,NYG,W 24-3,17.6,0/0,0,0,0,17,79,1,0,0,0,0,0,0,0,13.9
Drew Ogletree,Ind,TE,Home,LAR,L 23-29,2.7,0/0,0,0,0,0,0,0,3,48,1,4,0,0,0,13.8
Patrick Mahomes,KC,QB,Away,NYJ,W 23-20,21.2,18/30,203,1,2,7,51,0,0,0,0,0,0,0,0,13.22
Dalton Schultz,Hou,TE,Home,Pit,W 30-6,7.3,0/0,0,0,0,0,0,0,3,42,1,3,0,0,0,13.2
Brian Robinson Jr.,Wsh,RB,Away,Phi,L 31-34,11.3,0/0,0,0,0,14,45,1,2,6,0,2,0,0,0,13.1
Evan Engram,Jax,TE,Home,Atl,W 23-7,10.4,0/0,0,0,0,0,0,0,7,59,0,8,0,0,0,12.9
Matt Breida,NYG,RB,Home,Sea,L 3-24,11.2,0/0,0,0,0,14,30,0,5,48,0,5,0,0,0,12.8
Jahan Dotson,Wsh,WR,Away,Phi,L 31-34,10.4,0/0,0,0,0,0,0,0,4,27,1,9,0,0,0,12.7
Ryan Tannehill,Ten,QB,Home,Cin,W 27-3,13.8,18/25,240,1,1,6,11,0,0,0,0,0,0,0,0,12.7
DK Metcalf,Sea,WR,Away,NYG,W 24-3,14.4,0/0,0,0,0,0,0,0,3,34,1,4,0,0,0,12.4
Keenan Allen,LAC,WR,Home,LV,W 24-17,19.8,0/0,0,0,0,0,0,0,3,32,1,5,0,0,0,12.2
Travis Kelce,KC,TE,Away,NYJ,W 23-20,17.0,0/0,0,0,0,0,0,0,6,60,0,9,0,0,0,12.0
Calvin Ridley,Jax,WR,Home,Atl,W 23-7,14.2,0/0,0,0,0,0,0,0,2,38,1,2,0,0,0,11.8
Dameon Pierce,Hou,RB,Home,Pit,W 30-6,12.4,0/0,0,0,0,24,81,0,1,27,0,2,0,0,0,11.8
Drake London,Atl,WR,Away,Jax,L 7-23,9.4,0/0,0,0,0,0,0,0,3,28,1,7,0,0,0,11.8
Courtland Sutton,Den,WR,Away,Chi,W 31-28,13.8,0/0,0,0,0,0,0,0,3,27,1,5,0,0,0,11.7
Jaylen Warren,Pit,RB,Away,Hou,L 6-30,10.6,0/0,0,0,0,8,29,0,6,26,0,6,0,0,0,11.5
Tyler Higbee,LAR,TE,Away,Ind,W 29-23,8.4,0/0,0,0,0,0,0,0,5,64,0,11,0,0,0,11.4
Jared Goff,Det,QB,Away,GB,W 34-20,15.0,19/28,210,1,1,2,10,0,0,0,0,0,0,0,0,11.4
Najee Harris,Pit,RB,Away,Hou,L 6-30,11.2,0/0,0,0,0,14,71,0,1,32,0,2,0,0,0,11.3
Zach Ertz,Ari,TE,Away,SF,L 16-35,9.3,0/0,0,0,0,0,0,0,6,53,0,10,0,0,0,11.3
Michael Gallup,Dal,WR,Home,NE,W 38-3,6.1,0/0,0,0,0,0,0,0,5,60,0,6,0,0,0,11.0
Alexander Mattison,Min,RB,Away,Car,W 21-13,15.2,0/0,0,0,0,17,95,0,1,3,0,1,0,0,0,10.8
Rachaad White,TB,RB,Away,NO,W 26-9,12.9,0/0,0,0,0,15,56,0,3,22,0,3,0,0,0,10.8
Joshua Palmer,LAC,WR,Home,LV,W 24-17,11.5,0/0,0,0,0,0,0,0,3,77,0,8,0,0,0,10.7
David Njoku,Cle,TE,Home,Bal,L 3-28,7.5,0/0,0,0,0,0,0,0,6,46,0,7,0,0,0,10.6
Josh Whyle,Ten,TE,Home,Cin,W 27-3,0.0,0/0,0,0,0,0,0,0,2,26,1,2,0,0,0,10.6
Christian Watson,GB,WR,Home,Det,L 20-34,11.2,0/0,0,0,0,0,0,0,2,25,1,4,0,0,0,10.5
Jayden Reed,GB,WR,Home,Det,L 20-34,9.9,0/0,0,0,0,0,0,0,3,55,0,5,0,0,0,10.5
Mo Alie-Cox,Ind,TE,Home,LAR,L 23-29,2.4,0/0,0,0,0,0,0,0,1,35,1,1,0,0,0,10.5
Noah Gray,KC,TE,Away,NYJ,W 23-20,2.6,0/0,0,0,0,0,0,0,1,34,1,3,0,0,0,10.4
DeAndre Hopkins,Ten,WR,Home,Cin,W 27-3,13.1,0/0,0,0,0,0,0,0,4,63,0,6,0,0,0,10.3
Cade Otton,TB,TE,Away,NO,W 26-9,7.2,0/0,0,0,0,0,0,0,3,13,1,4,0,0,0,10.3
Tyreek Hill,Mia,WR,Away,Buf,L 20-48,22.1,0/0,0,0,0,1,14,0,3,58,0,5,0,0,0,10.2
Travis Etienne Jr.,Jax,RB,Home,Atl,W 23-7,17.5,0/0,0,0,0,20,55,0,3,17,0,3,0,0,0,10.2
Breece Hall,NYJ,RB,Home,KC,L 20-23,11.4,0/0,0,0,0,6,56,0,3,13,0,4,0,0,0,9.9
Josh Reynolds,Det,WR,Away,GB,W 34-20,8.2,0/0,0,0,0,0,0,0,3,69,0,6,0,0,0,9.9
Aidan O'Connell,LV,QB,Away,LAC,L 17-24,15.0,24/39,238,0,1,3,3,1,0,0,0,0,0,2,0,9.82
Tyler Conklin,NYJ,TE,Home,KC,L 20-23,6.9,0/0,0,0,0,0,0,0,4,58,0,6,0,0,0,9.8
Wan'Dale Robinson,NYG,WR,Home,Sea,L 3-24,5.1,0/0,0,0,0,1,7,0,5,40,0,6,0,0,0,9.7
Sam LaPorta,Det,TE,Away,GB,W 34-20,10.7,0/0,0,0,0,0,0,0,4,56,0,5,0,0,0,9.6
Kirk Cousins,Min,QB,Away,Car,W 21-13,19.1,12/19,139,2,2,1,0,0,0,0,0,0,0,0,0,9.56
Jerome Ford,Cle,RB,Home,Bal,L 3-28,11.9,0/0,0,0,0,9,26,0,5,19,0,6,0,0,0,9.5
Tyler Lockett,Sea,WR,Away,NYG,W 24-3,13.3,0/0,0,0,0,0,0,0,4,54,0,6,0,0,0,9.4
Michael Thomas,NO,WR,Home,TB,L 9-26,11.9,0/0,0,0,0,0,0,0,4,53,0,6,0,0,0,9.3
Jalen Tolbert,Dal,WR,Home,NE,W 38-3,0.5,0/0,0,0,0,0,0,0,4,53,0,4,0,0,0,9.3
Geno Smith,Sea,QB,Away,NYG,W 24-3,17.4,13/20,110,1,0,0,0,0,1,-2,0,1,0,0,0,9.2
Hunter Henry,NE,TE,Away,Dal,L 3-38,8.3,0/0,0,0,0,0,0,0,4,51,0,5,0,0,0,9.1
Darnell Mooney,Chi,WR,Home,Den,L 28-31,7.8,0/0,0,0,0,0,0,0,4,51,0,4,0,0,0,9.1
Jahmyr Gibbs,Det,RB,Away,GB,W 34-20,12.5,0/0,0,0,0,8,40,0,4,11,0,5,0,0,0,9.1
Tony Pollard,Dal,RB,Home,NE,W 38-3,18.6,0/0,0,0,0,11,47,0,3,13,0,3,0,0,0,9.0
Zack Moss,Ind,RB,Home,LAR,L 23-29,14.3,0/0,0,0,0,18,70,0,0,0,0,1,0,0,0,9.0
Devin Singletary,Hou,RB,Home,Pit,W 30-6,6.7,1/1,6,1,0,7,25,0,1,11,0,1,0,0,0,8.84
Tyjae Spears,Ten,RB,Home,Cin,W 27-3,8.7,0/0,0,0,0,5,40,0,3,18,0,4,0,0,0,8.8
Daniel Jones,NYG,QB,Home,Sea,L 3-24,17.6,27/34,203,0,2,10,66,0,0,0,0,0,0,1,0,8.72
Derius Davis,LAC,WR,Home,LV,W 24-17,3.7,0/0,0,0,0,3,51,0,2,16,0,2,0,0,0,8.7
Jaylen Waddle,Mia,WR,Away,Buf,L 20-48,14.7,0/0,0,0,0,0,0,0,4,46,0,5,0,0,0,8.6
Joe Mixon,Cin,RB,Away,Ten,L 3-27,14.7,0/0,0,0,0,14,67,0,1,9,0,1,0,0,0,8.6
Trey Palmer,TB,WR,Away,NO,W 26-9,4.6,0/0,0,0,0,0,0,0,2,6,1,3,0,0,0,8.6
Noah Fant,Sea,TE,Away,NYG,W 24-3,6.4,0/0,0,0,0,0,0,0,2,63,0,2,0,0,0,8.3
Jerry Jeudy,Den,WR,Away,Chi,W 31-28,13.4,0/0,0,0,0,0,0,0,3,52,0,5,0,0,0,8.2
Durham Smythe,Mia,TE,Away,Buf,L 20-48,5.5,0/0,0,0,0,0,0,0,4,41,0,4,0,0,0,8.1
Zay Flowers,Bal,WR,Away,Cle,W 28-3,13.1,0/0,0,0,0,1,-6,0,3,56,0,4,0,0,0,8.0
Ronnie Rivers,LAR,RB,Away,Ind,W 29-23,4.4,0/0,0,0,0,9,47,0,2,10,0,2,0,0,0,7.7
Latavius Murray,Buf,RB,Home,Mia,W 48-20,5.1,0/0,0,0,0,4,32,0,2,24,0,2,0,0,0,7.6
Tutu Atwell,LAR,WR,Away,Ind,W 29-23,13.3,0/0,0,0,0,0,0,0,5,24,0,9,0,0,0,7.4
Brandon Johnson,Den,WR,Away,Chi,W 31-28,5.7,0/0,0,0,0,0,0,0,1,4,1,1,0,0,0,7.4
Josiah Deguara,GB,TE,Home,Det,L 20-34,1.1,0/0,0,0,0,0,0,0,4,34,0,4,0,0,0,7.4
Chuba Hubbard,Car,RB,Home,Min,L 13-21,6.4,0/0,0,0,0,14,41,0,2,12,0,2,0,0,0,7.3
Logan Thomas,Wsh,TE,Away,Phi,L 31-34,8.5,0/0,0,0,0,1,2,0,3,41,0,3,0,0,0,7.3
Bryce Young,Car,QB,Home,Min,L 13-21,15.4,25/32,204,0,0,2,10,0,0,0,0,0,0,1,0,7.16
Dyami Brown,Wsh,WR,Away,Phi,L 31-34,1.6,0/0,0,0,0,0,0,0,2,51,0,3,0,0,0,7.1
Cam Akers,Min,RB,Away,Car,W 21-13,2.1,0/0,0,0,0,5,40,0,2,11,0,2,0,0,0,7.1
C.J. Uzomah,NYJ,TE,Home,KC,L 20-23,1.8,0/0,0,0,0,0,0,0,1,1,1,1,0,0,0,7.1
Mike Evans,TB,WR,Away,NO,W 26-9,14.1,0/0,0,0,0,0,0,0,3,40,0,3,0,0,0,7.0
Gus Edwards,Bal,RB,Away,Cle,W 28-3,6.9,0/0,0,0,0,15,48,0,2,1,0,3,0,0,0,6.9
Brandin Cooks,Dal,WR,Home,NE,W 38-3,8.5,0/0,0,0,0,0,0,0,4,27,0,4,0,0,0,6.7
Dalton Kincaid,Buf,TE,Home,Mia,W 48-20,8.1,0/0,0,0,0,0,0,0,4,27,0,5,0,0,0,6.7
Marvin Mims Jr.,Den,WR,Away,Chi,W 31-28,7.0,0/0,0,0,0,0,0,0,2,47,0,2,0,0,0,6.7
James Conner,Ari,RB,Away,SF,L 16-35,14.1,0/0,0,0,0,11,52,0,1,4,0,2,0,0,0,6.6
Tyler Boyd,Cin,WR,Away,Ten,L 3-27,10.4,0/0,0,0,0,0,0,0,4,26,0,7,0,0,0,6.6
Joshua Kelley,LAC,RB,Home,LV,W 24-17,13.4,0/0,0,0,0,17,65,0,0,0,0,0,0,0,0,6.5
Demario Douglas,NE,WR,Away,Dal,L 3-38,4.0,0/0,0,0,0,0,0,0,2,45,0,3,0,0,0,6.5
Hunter Luepke,Dal,RB,Home,NE,W 38-3,0.7,0/0,0,0,0,2,4,1,0,0,0,0,0,0,0,6.4
Rashid Shaheed,NO,WR,Home,TB,L 9-26,7.2,0/0,0,0,0,0,0,0,3,33,0,7,0,0,0,6.3
Desmond Ridder,Atl,QB,Away,Jax,L 7-23,13.4,19/31,191,1,2,1,6,0,0,0,0,0,0,1,0,6.24
Miles Sanders,Car,RB,Home,Min,L 13-21,15.6,0/0,0,0,0,13,19,0,3,13,0,3,0,0,0,6.2
Rashee Rice,KC,WR,Away,NYJ,W 23-20,6.8,0/0,0,0,0,0,0,0,3,32,0,5,0,0,0,6.2
KaVontae Turpin,Dal,WR,Home,NE,W 38-3,1.4,0/0,0,0,0,1,46,0,1,5,0,1,0,0,0,6.1
Kenneth Gainwell,Phi,RB,Home,Wsh,W 34-31,8.5,0/0,0,0,0,4,14,0,2,7,0,2,0,0,0,6.1
Rhamondre Stevenson,NE,RB,Away,Dal,L 3-38,12.8,0/0,0,0,0,14,30,0,2,10,0,3,0,0,0,6.0
Chigoziem Okonkwo,Ten,TE,Home,Cin,W 27-3,7.8,0/0,0,0,0,0,0,0,3,29,0,3,0,0,0,5.9
Calvin Austin III,Pit,WR,Away,Hou,L 6-30,9.7,0/0,0,0,0,1,5,0,3,24,0,5,0,0,0,5.9
Kendrick Bourne,NE,WR,Away,Dal,L 3-38,11.1,0/0,0,0,0,0,0,0,2,36,0,3,0,0,0,5.6
Robert Woods,Hou,WR,Home,Pit,W 30-6,10.0,0/0,0,0,0,0,0,0,3,26,0,6,0,0,0,5.6
Raheem Mostert,Mia,RB,Away,Buf,L 20-48,14.3,0/0,0,0,0,7,9,0,3,36,0,5,0,1,0,5.5
George Pickens,Pit,WR,Away,Hou,L 6-30,14.2,0/0,0,0,0,0,0,0,3,25,0,7,0,0,0,5.5
Samaje Perine,Den,RB,Away,Chi,W 31-28,8.8,0/0,0,0,0,6,12,0,2,23,0,2,0,0,0,5.5
Josh Downs,Ind,WR,Home,LAR,L 23-29,10.4,0/0,0,0,0,0,0,0,2,34,0,3,0,0,0,5.4
