PLAYER NAME,PLAYER TEAM,PLAYER POSITION,LOC,OPP,STATUS,PROJ,PASSING C/A,PASSING YDS,PASSING TD,PASSING INT,RUSHING CAR,RUSHING YDS,RUSHING TD,RECEIVING REC,RECEIVING YDS,RECEIVING TD,RECEIVING TAR,MISC 2PC,MISC FUML,MISC TD,TOTAL
Trent Taylor,Chi,WR,Away,Wsh,W 40-20,0.1,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Julian Hill,Mia,TE,Home,NYG,W 31-16,0.0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Tim Jones,Jax,WR,Away,Buf,W 25-20,0.0,0/0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
Chris Manhertz,Den,TE,Home,NYJ,L 21-31,1.7,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Grant Calcaterra,Phi,TE,Away,LAR,W 23-14,0.0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Andrew Beck,Hou,RB,Away,Atl,L 19-21,0.8,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Charlie Woerner,SF,TE,Home,Dal,W 42-10,0.0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Marcedes Lewis,Chi,TE,Away,Wsh,W 40-20,0.5,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Ihmir Smith-Marsette,Car,WR,Away,Det,L 24-42,0.1,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Adam Prentice,NO,RB,Away,NE,W 34-0,0.5,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Davis Allen,LAR,TE,Home,Phi,L 14-23,0.0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Lawrence Cager,NYG,TE,Away,Mia,L 16-31,1.7,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
John FitzPatrick,Atl,TE,Home,Hou,W 21-19,0.0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Laquon Treadwell,Bal,WR,Away,Pit,L 10-17,0.0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Amari Rodgers,Ind,WR,Home,Ten,W 23-16,0.0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nick Bawden,NYJ,RB,Away,Den,W 31-21,0.2,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Colton Dowell,Ten,WR,Away,Ind,L 16-23,0.0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nate Adkins,Den,TE,Home,NYJ,L 21-31,2.3,0/0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
Montrell Washington,KC,WR,Away,Min,W 27-20,0.1,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Dwayne Washington,Den,RB,Home,NYJ,L 21-31,0.0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
N'Keal Harry,Min,WR,Home,KC,L 20-27,0.0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Irvin Charles,NYJ,WR,Away,Den,W 31-21,0.0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Lynn Bowden Jr.,NO,WR,Away,NE,W 34-0,0.3,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Derrick Gore,Wsh,RB,Home,Chi,L 20-40,0.0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Giovanni Ricci,Car,TE,Away,Det,L 24-42,0.3,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Austin Trammell,LAR,WR,Home,Phi,L 14-23,0.0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Sean McKeon,Dal,TE,Away,SF,L 10-42,0.0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Kevin Rader,Ten,TE,Away,Ind,L 16-23,0.0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Darrell Daniels,Det,TE,Home,Car,W 42-24,0.0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Sam Darnold,SF,QB,Home,Dal,W 42-10,0.0,1/1,1,0,0,1,-1,0,0,0,0,0,0,0,0,-0.06
Teddy Bridgewater,Det,QB,Home,Car,W 42-24,0.0,0/0,0,0,0,2,-2,0,0,0,0,0,0,0,0,-0.2
Jameis Winston,NO,QB,Away,NE,W 34-0,0.0,0/0,0,0,0,3,-4,0,0,0,0,0,0,0,0,-0.4
Marvin Mims Jr.,Den,WR,Home,NYJ,L 21-31,7.5,0/0,0,0,0,0,0,0,1,4,0,1,0,1,0,-0.6
Mac Jones,NE,QB,Home,NO,L 0-34,12.8,12/22,110,0,2,1,0,0,0,0,0,0,0,1,0,-1.6
Xavier Gipson,NYJ,WR,Away,Den,W 31-21,0.7,0/0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2.0
Gunner Olszewski,Pit,WR,Home,Bal,W 17-10,0.1,0/0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2.0
Raheem Mostert,Mia,RB,Home,Car,W 42-21,18.2,0/0,0,0,0,17,115,2,3,17,1,3,0,0,0,34.2
Amon-Ra St. Brown,Det,WR,Away,TB,W 20-6,15.7,0/0,0,0,0,0,0,0,12,124,1,15,0,0,0,30.4
Adam Thielen,Car,WR,Away,Mia,L 21-42,15.8,0/0,0,0,0,0,0,0,11,115,1,13,0,0,0,28.5
Tyreek Hill,Mia,WR,Home,Car,W 42-21,21.9,0/0,0,0,0,0,0,0,6,163,1,10,0,0,0,28.3
Cooper Kupp,LAR,WR,Home,Ari,W 26-9,20.2,0/0,0,0,0,0,0,0,7,148,1,9,0,0,0,27.8
Dak Prescott,Dal,QB,Away,LAC,W 20-17,16.2,21/30,272,1,0,7,40,1,0,0,0,0,0,0,0,24.88
Travis Etienne Jr.,Jax,RB,Home,Ind,W 37-20,17.0,0/0,0,0,0,18,55,2,3,28,0,3,0,0,0,23.3
Tua Tagovailoa,Mia,QB,Home,Car,W 42-21,20.3,21/31,262,3,0,1,0,0,0,0,0,0,0,0,0,22.48
Jared Goff,Det,QB,Away,TB,W 20-6,14.0,30/44,353,2,0,2,3,0,0,0,0,0,0,0,0,22.42
Kyren Williams,LAR,RB,Home,Ari,W 26-9,18.8,0/0,0,0,0,20,158,1,0,0,0,0,0,0,0,21.8
Keenan Allen,LAC,WR,Home,Dal,L 17-20,17.7,0/0,0,0,0,0,0,0,7,85,1,11,0,0,0,21.5
Drake London,Atl,WR,Home,Wsh,L 16-24,10.2,0/0,0,0,0,0,0,0,9,125,0,12,0,0,0,21.5
Travis Kelce,KC,TE,Home,Den,W 19-8,18.0,0/0,0,0,0,0,0,0,9,124,0,9,0,0,0,21.4
Breece Hall,NYJ,RB,Home,Phi,W 20-14,13.3,0/0,0,0,0,12,39,1,5,54,0,5,0,0,0,20.3
A.J. Brown,Phi,WR,Away,NYJ,L 14-20,16.9,0/0,0,0,0,0,0,0,7,131,0,9,0,0,0,20.1
Stefon Diggs,Buf,WR,Home,NYG,W 14-9,18.8,0/0,0,0,0,0,0,0,10,100,0,16,0,0,0,20.0
Jalen Hurts,Phi,QB,Away,NYJ,L 14-20,21.6,28/45,280,1,3,8,47,1,0,0,0,0,0,0,0,19.9
Michael Pittman Jr.,Ind,WR,Away,Jax,L 20-37,14.7,0/0,0,0,0,0,0,0,9,109,0,14,0,0,0,19.9
Derrick Henry,Ten,RB,Home,Bal,L 16-24,13.8,0/0,0,0,0,12,97,1,2,16,0,2,0,0,0,19.3
Kendrick Bourne,NE,WR,Away,LV,L 17-21,10.3,0/0,0,0,0,1,4,0,10,89,0,11,0,0,0,19.3
Justin Herbert,LAC,QB,Home,Dal,L 17-20,18.6,22/37,227,2,1,6,20,0,1,10,0,1,0,0,0,19.08
CeeDee Lamb,Dal,WR,Away,LAC,W 20-17,15.3,0/0,0,0,0,0,0,0,7,117,0,7,0,0,0,18.7
Sam Howell,Wsh,QB,Away,Atl,W 24-16,14.0,14/23,151,3,0,4,3,0,0,0,0,0,0,0,0,18.34
Rashid Shaheed,NO,WR,Away,Hou,L 13-20,7.6,0/0,0,0,0,2,18,0,2,85,1,6,0,0,0,18.3
Jaylen Waddle,Mia,WR,Home,Car,W 42-21,14.9,0/0,0,0,0,0,0,0,7,51,1,9,0,0,0,18.1
Rhamondre Stevenson,NE,RB,Away,LV,L 17-21,12.2,0/0,0,0,0,10,46,1,5,24,0,6,0,0,0,18.0
Kenneth Walker III,Sea,RB,Away,Cin,L 13-17,16.7,0/0,0,0,0,19,62,1,3,27,0,3,0,0,0,17.9
Zack Moss,Ind,RB,Away,Jax,L 20-37,10.4,0/0,0,0,0,7,21,1,6,38,0,7,0,0,0,17.9
D'Andre Swift,Phi,RB,Away,NYJ,L 14-20,15.9,0/0,0,0,0,10,18,0,8,40,1,10,0,1,0,17.8
Alvin Kamara,NO,RB,Away,Hou,L 13-20,17.9,0/0,0,0,0,19,68,0,7,36,0,8,0,0,0,17.4
Patrick Mahomes,KC,QB,Home,Den,W 19-8,24.5,30/40,306,1,1,6,31,0,0,0,0,0,0,0,0,17.34
Lamar Jackson,Bal,QB,Away,Ten,W 24-16,21.4,21/30,223,1,1,13,62,0,0,0,0,0,0,0,0,17.12
Zay Flowers,Bal,WR,Away,Ten,W 24-16,13.6,0/0,0,0,0,1,1,0,6,50,1,8,0,0,0,17.1
Jakobi Meyers,LV,WR,Home,NE,W 21-17,14.0,0/0,0,0,0,0,0,0,5,61,1,7,0,0,0,17.1
Tony Pollard,Dal,RB,Away,LAC,W 20-17,18.5,0/0,0,0,0,15,30,0,6,80,0,7,0,0,0,17.0
Garrett Wilson,NYJ,WR,Home,Phi,W 20-14,14.8,0/0,0,0,0,0,0,0,8,90,0,12,0,0,0,17.0
Tyler Boyd,Cin,WR,Home,Sea,W 17-13,9.9,0/0,0,0,0,0,0,0,7,38,1,7,0,0,0,16.8
Chris Olave,NO,WR,Away,Hou,L 13-20,14.3,0/0,0,0,0,0,0,0,7,96,0,10,0,0,0,16.6
Derek Carr,NO,QB,Away,Hou,L 13-20,14.6,32/50,353,1,1,1,2,0,0,0,0,0,0,0,0,16.32
Dalton Schultz,Hou,TE,Home,NO,W 20-13,9.0,0/0,0,0,0,0,0,0,4,61,1,7,0,0,0,16.1
Kareem Hunt,Cle,RB,Home,SF,W 19-17,4.9,0/0,0,0,0,12,47,1,3,24,0,3,0,0,0,16.1
Desmond Ridder,Atl,QB,Home,Wsh,L 16-24,14.6,28/47,307,2,3,2,18,0,0,0,0,0,0,0,0,16.08
Chuba Hubbard,Car,RB,Away,Mia,L 21-42,12.1,0/0,0,0,0,19,88,1,1,2,0,1,0,0,0,16.0
Isiah Pacheco,KC,RB,Home,Den,W 19-8,17.5,0/0,0,0,0,16,62,0,6,36,0,6,0,0,0,15.8
Tyler Lockett,Sea,WR,Away,Cin,L 13-17,13.8,0/0,0,0,0,0,0,0,6,94,0,8,0,0,0,15.4
Brandin Cooks,Dal,WR,Away,LAC,W 20-17,9.2,0/0,0,0,0,1,14,0,4,36,1,4,0,0,0,15.0
Amari Cooper,Cle,WR,Home,SF,W 19-17,13.4,0/0,0,0,0,0,0,0,4,108,0,8,0,0,0,14.8
Trevor Lawrence,Jax,QB,Home,Ind,W 37-20,17.5,20/30,181,2,1,3,15,0,0,0,0,0,0,0,0,14.74
Courtland Sutton,Den,WR,Away,KC,L 8-19,12.5,0/0,0,0,0,0,0,0,4,46,1,6,0,0,0,14.6
Kyle Pitts,Atl,TE,Home,Wsh,L 16-24,9.1,0/0,0,0,0,0,0,0,4,43,1,6,0,0,0,14.3
Christian McCaffrey,SF,RB,Away,Cle,L 17-19,22.7,0/0,0,0,0,11,43,0,3,9,1,3,0,0,0,14.2
Curtis Samuel,Wsh,WR,Away,Atl,W 24-16,9.4,0/0,0,0,0,1,0,0,4,42,1,4,0,0,0,14.2
Wan'Dale Robinson,NYG,WR,Away,Buf,L 9-14,9.5,0/0,0,0,0,0,0,0,8,62,0,8,0,0,0,14.2
C.J. Stroud,Hou,QB,Home,NO,W 20-13,15.8,13/27,199,2,1,3,2,0,0,0,0,0,0,0,0,14.16
Terry McLaurin,Wsh,WR,Away,Atl,W 24-16,11.6,0/0,0,0,0,0,0,0,6,81,0,11,0,0,0,14.1
Ja'Marr Chase,Cin,WR,Home,Sea,W 17-13,21.7,0/0,0,0,0,0,0,0,6,80,0,13,0,0,0,14.0
Christian Kirk,Jax,WR,Home,Ind,W 37-20,13.7,0/0,0,0,0,0,0,0,3,49,1,6,0,0,0,13.9
Josh Allen,Buf,QB,Home,NYG,W 14-9,22.9,19/30,169,2,1,2,11,0,0,0,0,0,0,0,0,13.86
Saquon Barkley,NYG,RB,Away,Buf,L 9-14,15.8,0/0,0,0,0,24,93,0,4,5,0,5,0,0,0,13.8
Joe Burrow,Cin,QB,Home,Sea,W 17-13,17.8,24/35,185,2,1,2,4,0,0,0,0,0,0,0,0,13.8
Chris Godwin,TB,WR,Home,Det,L 6-20,13.9,0/0,0,0,0,0,0,0,6,77,0,7,0,0,0,13.7
Brian Robinson Jr.,Wsh,RB,Away,Atl,W 24-16,10.5,0/0,0,0,0,10,31,0,2,25,1,2,0,0,0,13.6
Jonnu Smith,Atl,TE,Home,Wsh,L 16-24,8.5,0/0,0,0,0,0,0,0,4,36,1,5,0,0,0,13.6
Jameson Williams,Det,WR,Away,TB,W 20-6,6.3,0/0,0,0,0,0,0,0,2,53,1,3,0,0,0,13.3
Matthew Stafford,LAR,QB,Home,Ari,W 26-9,16.9,15/24,226,1,0,1,2,0,0,0,0,0,0,0,0,13.24
Josh Downs,Ind,WR,Away,Jax,L 20-37,11.4,0/0,0,0,0,0,0,0,5,21,1,8,0,0,0,13.1
Bijan Robinson,Atl,RB,Home,Wsh,L 16-24,17.6,0/0,0,0,0,13,37,0,5,43,0,8,0,0,0,13.0
Bryce Young,Car,QB,Away,Mia,L 21-42,14.9,23/38,217,1,0,0,0,0,0,0,0,0,0,0,0,12.68
Michael Mayer,LV,TE,Home,NE,W 21-17,2.8,0/0,0,0,0,0,0,0,5,75,0,6,0,0,0,12.5
Salvon Ahmed,Mia,RB,Home,Car,W 42-21,9.6,0/0,0,0,0,6,23,1,3,11,0,5,0,0,0,12.4
Taysom Hill,NO,TE,Away,Hou,L 13-20,4.8,1/1,4,0,0,1,2,0,7,49,0,8,0,0,0,12.26
Nico Collins,Hou,WR,Home,NO,W 20-13,15.0,0/0,0,0,0,0,0,0,4,80,0,6,0,0,0,12.0
Ezekiel Elliott,NE,RB,Away,LV,L 17-21,7.8,0/0,0,0,0,7,34,1,1,15,0,1,0,0,0,11.9
Jordan Addison,Min,WR,Away,Chi,W 19-13,13.3,0/0,0,0,0,0,0,0,3,28,1,5,0,0,0,11.8
Brandon Aiyuk,SF,WR,Away,Cle,L 17-19,14.5,0/0,0,0,0,0,0,0,4,76,0,10,0,0,0,11.6
Jonathan Taylor,Ind,RB,Away,Jax,L 20-37,11.9,0/0,0,0,0,8,19,0,5,46,0,6,0,0,0,11.5
Josh Jacobs,LV,RB,Home,NE,W 21-17,18.2,0/0,0,0,0,25,77,0,2,16,0,5,0,0,0,11.3
Alexander Mattison,Min,RB,Away,Chi,W 19-13,13.6,0/0,0,0,0,18,44,0,4,28,0,7,0,0,0,11.2
Rashee Rice,KC,WR,Home,Den,W 19-8,9.8,0/0,0,0,0,0,0,0,4,72,0,4,0,0,0,11.2
Evan Engram,Jax,TE,Home,Ind,W 37-20,10.6,0/0,0,0,0,0,0,0,7,41,0,7,0,0,0,11.1
Jerome Ford,Cle,RB,Home,SF,W 19-17,12.6,0/0,0,0,0,17,84,0,2,7,0,2,0,0,0,11.1
Geno Smith,Sea,QB,Away,Cin,L 13-17,16.3,27/41,326,0,2,4,20,0,0,0,0,0,0,0,0,11.04
T.J. Hockenson,Min,TE,Away,Chi,W 19-13,14.6,0/0,0,0,0,0,0,0,6,50,0,8,0,0,0,11.0
Zach Wilson,NYJ,QB,Home,Phi,W 20-14,13.6,19/33,186,0,0,4,15,0,0,0,0,0,0,0,0,10.94
Mark Andrews,Bal,TE,Away,Ten,W 24-16,13.0,0/0,0,0,0,1,0,0,4,69,0,6,0,0,0,10.9
DK Metcalf,Sea,WR,Away,Cin,L 13-17,13.8,0/0,0,0,0,0,0,0,4,69,0,9,0,0,0,10.9
Darius Slayton,NYG,WR,Away,Buf,L 9-14,6.4,0/0,0,0,0,0,0,0,4,69,0,6,0,0,0,10.9
Gerald Everett,LAC,TE,Home,Dal,L 17-20,7.2,0/0,0,0,0,1,2,0,3,16,1,5,0,0,0,10.8
Brenton Strange,Jax,TE,Home,Ind,W 37-20,1.1,0/0,0,0,0,0,0,0,2,27,1,3,0,0,0,10.7
Tyrod Taylor,NYG,QB,Away,Buf,L 9-14,13.0,24/36,200,0,0,5,24,0,0,0,0,0,0,0,0,10.4
Austin Ekeler,LAC,RB,Home,Dal,L 17-20,19.0,0/0,0,0,0,14,27,0,4,35,0,6,0,0,0,10.2
Trey McBride,Ari,TE,Away,LAR,L 9-26,4.1,0/0,0,0,0,0,0,0,4,62,0,5,0,0,0,10.2
DJ Moore,Chi,WR,Home,Min,L 13-19,17.0,0/0,0,0,0,0,0,0,5,51,0,8,0,0,0,10.1
Joshua Dobbs,Ari,QB,Away,LAR,L 9-26,16.3,21/41,235,0,1,7,47,0,0,0,0,0,0,1,0,10.1
Joshua Palmer,LAC,WR,Home,Dal,L 17-20,11.6,0/0,0,0,0,0,0,0,4,60,0,7,0,0,0,10.0
Kylen Granson,Ind,TE,Away,Jax,L 20-37,7.4,0/0,0,0,0,0,0,0,3,67,0,4,0,0,0,9.7
Gardner Minshew,Ind,QB,Away,Jax,L 20-37,13.9,33/55,329,1,3,2,4,0,0,0,0,0,0,1,0,9.56
Michael Thomas,NO,WR,Away,Hou,L 13-20,12.7,0/0,0,0,0,0,0,0,5,45,0,8,0,0,0,9.5
DeVonta Smith,Phi,WR,Away,NYJ,L 14-20,14.3,0/0,0,0,0,0,0,0,5,44,0,11,0,0,0,9.4
Kadarius Toney,KC,WR,Home,Den,W 19-8,8.8,0/1,0,0,0,2,-5,0,3,9,1,6,0,0,0,9.4
Darren Waller,NYG,TE,Away,Buf,L 9-14,11.5,0/0,0,0,0,0,0,0,5,43,0,7,0,0,0,9.3
Joe Mixon,Cin,RB,Home,Sea,W 17-13,14.2,0/0,0,0,0,12,38,0,3,24,0,4,0,0,0,9.2
Dallas Goedert,Phi,TE,Away,NYJ,L 14-20,10.2,0/0,0,0,0,0,0,0,5,42,0,8,0,0,0,9.2
Michael Wilson,Ari,WR,Away,LAR,L 9-26,7.1,0/0,0,0,0,0,0,0,3,62,0,4,0,0,0,9.2
Mike Evans,TB,WR,Home,Det,L 6-20,16.9,0/0,0,0,0,0,0,0,4,49,0,10,0,0,0,8.9
Jimmy Garoppolo,LV,QB,Home,NE,W 21-17,12.8,14/22,162,1,1,2,4,0,0,0,0,0,0,0,0,8.88
K.J. Osborn,Min,WR,Away,Chi,W 19-13,12.9,0/0,0,0,0,0,0,0,4,48,0,5,0,0,0,8.8
Jaxon Smith-Njigba,Sea,WR,Away,Cin,L 13-17,9.1,0/0,0,0,0,0,0,0,4,48,0,5,0,0,0,8.8
Kirk Cousins,Min,QB,Away,Chi,W 19-13,20.1,21/31,181,1,0,2,-5,0,0,0,0,0,0,1,0,8.74
Jordan Mason,SF,RB,Away,Cle,L 17-19,4.6,0/0,0,0,0,5,27,1,0,0,0,0,0,0,0,8.7
Antonio Gibson,Wsh,RB,Away,Atl,W 24-16,6.4,0/0,0,0,0,3,15,0,1,1,1,1,0,0,0,8.6
Quintin Morris,Buf,TE,Home,NYG,W 14-9,0.0,0/0,0,0,0,0,0,0,1,15,1,1,0,0,0,8.5
Tre Tucker,LV,WR,Home,NE,W 21-17,0.7,0/0,0,0,0,1,4,0,2,57,0,2,0,0,0,8.1
Josh Reynolds,Det,WR,Away,TB,W 20-6,6.2,0/0,0,0,0,0,0,0,3,50,0,3,0,0,0,8.0
Brock Purdy,SF,QB,Away,Cle,L 17-19,15.9,12/27,125,1,1,3,7,0,0,0,0,0,0,0,0,7.7
D'Onta Foreman,Chi,RB,Home,Min,L 13-19,10.6,0/0,0,0,0,15,65,0,1,2,0,1,0,0,0,7.7
Sam LaPorta,Det,TE,Away,TB,W 20-6,10.4,0/0,0,0,0,0,0,0,4,36,0,11,0,0,0,7.6
Robert Woods,Hou,WR,Home,NO,W 20-13,10.8,0/0,0,0,0,0,0,0,1,6,1,3,0,0,0,7.6
Marquise Brown,Ari,WR,Away,LAR,L 9-26,14.6,0/0,0,0,0,0,0,0,4,34,0,11,0,0,0,7.4
Tyjae Spears,Ten,RB,Home,Bal,L 16-24,9.5,0/0,0,0,0,4,15,0,1,48,0,1,0,0,0,7.3
Foster Moreau,NO,TE,Away,Hou,L 13-20,3.8,0/0,0,0,0,0,0,0,4,33,0,4,0,0,0,7.3
Deonte Harty,Buf,WR,Home,NYG,W 14-9,4.2,0/0,0,0,0,0,0,0,1,3,1,1,0,0,0,7.3
Andrei Iosivas,Cin,WR,Home,Sea,W 17-13,0.0,0/0,0,0,0,0,0,0,1,3,1,1,0,0,0,7.3
Devin Singletary,Hou,RB,Home,NO,W 20-13,5.0,0/0,0,0,0,12,58,0,1,4,0,2,0,0,0,7.2
Javonte Williams,Den,RB,Away,KC,L 8-19,10.2,0/0,0,0,0,10,52,0,0,0,0,0,0,0,0,7.2
James Cook,Buf,RB,Home,NYG,W 14-9,14.5,0/0,0,0,0,14,71,0,0,0,0,0,0,0,0,7.1
Mack Hollins,Atl,WR,Home,Wsh,L 16-24,3.5,0/0,0,0,0,0,0,0,3,41,0,4,0,0,0,7.1
Keaontay Ingram,Ari,RB,Away,LAR,L 9-26,8.0,0/0,0,0,0,10,40,0,2,11,0,2,0,0,0,7.1
Russell Wilson,Den,QB,Away,KC,L 8-19,16.7,13/22,95,1,2,4,31,0,0,0,0,0,0,0,0,6.9
Baker Mayfield,TB,QB,Home,Det,L 6-20,15.9,19/37,206,0,1,2,6,0,0,0,0,0,0,0,0,6.84
Rachaad White,TB,RB,Home,Det,L 6-20,12.0,0/0,0,0,0,7,26,0,3,12,0,4,0,0,0,6.8
Darnell Mooney,Chi,WR,Home,Min,L 13-19,8.1,0/0,0,0,0,0,0,0,2,48,0,3,0,0,0,6.8
Elijah Moore,Cle,WR,Home,SF,W 19-17,11.1,0/0,0,0,0,1,8,0,4,19,0,7,0,0,0,6.7
Trey Palmer,TB,WR,Home,Det,L 6-20,4.4,0/0,0,0,0,0,0,0,2,47,0,7,0,0,0,6.7
Puka Nacua,LAR,WR,Home,Ari,W 26-9,15.5,0/0,0,0,0,0,0,0,4,26,0,7,0,0,0,6.6
Calvin Ridley,Jax,WR,Home,Ind,W 37-20,14.0,0/0,0,0,0,1,-4,0,4,30,0,8,0,0,0,6.6
Rondale Moore,Ari,WR,Away,LAR,L 9-26,8.1,0/0,0,0,0,3,-4,0,4,30,0,7,0,0,0,6.6
Justice Hill,Bal,RB,Away,Ten,W 24-16,8.1,0/0,0,0,0,8,35,0,3,0,0,3,0,0,0,6.5
Gus Edwards,Bal,RB,Away,Ten,W 24-16,9.8,0/0,0,0,0,16,41,0,1,12,0,1,0,0,0,6.3
Craig Reynolds,Det,RB,Away,TB,W 20-6,8.2,0/0,0,0,0,10,15,0,2,28,0,2,0,0,0,6.3
Jake Bobo,Sea,WR,Away,Cin,L 13-17,1.1,0/0,0,0,0,0,0,0,2,43,0,2,0,0,0,6.3
Jaleel McLaughlin,Den,RB,Away,KC,L 8-19,6.1,0/0,0,0,0,7,30,0,2,12,0,2,0,0,0,6.2
Nelson Agholor,Bal,WR,Away,Ten,W 24-16,5.6,0/0,0,0,0,0,0,0,2,40,0,3,0,0,0,6.0
Mac Jones,NE,QB,Away,LV,L 17-21,13.0,24/33,200,0,1,1,-1,0,0,0,0,0,0,0,0,5.9
Mike Gesicki,NE,TE,Away,LV,L 17-21,6.6,0/0,0,0,0,0,0,0,3,28,0,3,0,0,0,5.8
Tyson Bagent,Chi,QB,Home,Min,L 13-19,0.0,10/14,83,0,1,2,4,1,0,0,0,0,0,1,0,5.72
Noah Brown,Hou,WR,Home,NO,W 20-13,6.7,0/0,0,0,0,0,0,0,2,37,0,5,0,0,0,5.7
Kalif Raymond,Det,WR,Away,TB,W 20-6,3.0,0/0,0,0,0,1,3,0,3,23,0,3,0,0,0,5.6
DJ Chark Jr.,Car,WR,Away,Mia,L 21-42,9.4,0/0,0,0,0,0,0,0,3,26,0,6,0,0,0,5.6
Alec Pierce,Ind,WR,Away,Jax,L 20-37,4.3,0/0,0,0,0,0,0,0,3,25,0,6,0,0,0,5.5
Nick Westbrook-Ikhine,Ten,WR,Home,Bal,L 16-24,5.5,0/0,0,0,0,0,0,0,3,25,0,4,0,0,0,5.5
David Njoku,Cle,TE,Home,SF,W 19-17,8.8,0/0,0,0,0,0,0,0,3,24,0,4,0,0,0,5.4
Odell Beckham Jr.,Bal,WR,Away,Ten,W 24-16,6.9,0/0,0,0,0,0,0,0,2,34,0,4,0,0,0,5.4
Michael Gallup,Dal,WR,Away,LAC,W 20-17,9.4,0/0,0,0,0,0,0,0,3,24,0,10,0,0,0,5.4
Tyler Conklin,NYJ,TE,Home,Phi,W 20-14,8.4,0/0,0,0,0,0,0,0,3,24,0,4,0,0,0,5.4
Damien Williams,Ari,RB,Away,LAR,L 9-26,0.0,0/0,0,0,0,8,36,0,1,8,0,1,0,0,0,5.4
Tyler Allgeier,Atl,RB,Home,Wsh,L 16-24,10.0,0/0,0,0,0,13,51,0,0,0,0,1,0,0,0,5.1
Jalin Hyatt,NYG,WR,Away,Buf,L 9-14,3.5,0/0,0,0,0,0,0,0,3,21,0,4,0,0,0,5.1
Jerick McKinnon,KC,RB,Home,Den,W 19-8,6.0,0/0,0,0,0,0,0,0,3,20,0,5,0,0,0,5.0
Justin Fields,Chi,QB,Home,Min,L 13-19,20.3,6/10,58,0,1,8,46,0,0,0,0,0,0,0,0,4.92
Davante Adams,LV,WR,Home,NE,W 21-17,19.6,0/0,0,0,0,0,0,0,2,29,0,5,0,0,0,4.9
Brandon Powell,Min,WR,Away,Chi,W 19-13,8.6,0/0,0,0,0,1,-1,0,3,20,0,4,0,0,0,4.9
Colby Parkinson,Sea,TE,Away,Cin,L 13-17,3.6,0/0,0,0,0,0,0,0,3,19,0,5,0,0,0,4.9
Dawson Knox,Buf,TE,Home,NYG,W 14-9,7.0,0/0,0,0,0,0,0,0,3,17,0,6,0,0,0,4.7
Laviska Shenault Jr.,Car,WR,Away,Mia,L 21-42,4.2,0/0,0,0,0,1,2,0,3,15,0,3,0,0,0,4.7
Malik Willis,Ten,QB,Home,Bal,L 16-24,0.0,4/5,74,0,0,3,17,0,0,0,0,0,0,0,0,4.66
Jauan Jennings,SF,WR,Away,Cle,L 17-19,3.4,0/0,0,0,0,0,0,0,2,26,0,4,0,0,0,4.6
Latavius Murray,Buf,RB,Home,NYG,W 14-9,6.1,0/0,0,0,0,12,45,0,0,0,0,0,0,0,0,4.5
Tommy Tremble,Car,TE,Away,Mia,L 21-42,2.4,0/0,0,0,0,0,0,0,2,25,0,2,0,0,0,4.5
Jerry Jeudy,Den,WR,Away,KC,L 8-19,12.8,0/0,0,0,0,0,0,0,3,14,0,5,0,0,0,4.4
Darrynton Evans,Chi,RB,Home,Min,L 13-19,4.5,0/0,0,0,0,9,32,0,1,2,0,1,0,0,0,4.4
David Montgomery,Det,RB,Away,TB,W 20-6,19.3,0/0,0,0,0,6,14,0,1,19,0,1,0,0,0,4.3
